database\original\0XLSBudgetingWGP2.xlsx Sheet:  budget example1, Cell A48: =budget!A43
inventory\original\b20.xlsx Sheet: DECEMBER, Cell D37: =ALL!E38
inventory\original\b20.xlsx Sheet: DECEMBER, Cell E37: =ALL!F38
inventory\original\b20.xlsx Sheet: DECEMBER, Cell F37: =ALL!G38
inventory\original\b20.xlsx Sheet: DECEMBER, Cell G37: =ALL!H38
inventory\original\b20.xlsx Sheet: DECEMBER, Cell H37: =ALL!I38
inventory\original\b20.xlsx Sheet: DECEMBER, Cell B38: =ALL!C42
inventory\original\b20.xlsx Sheet: DECEMBER, Cell C38: =ALL!D42
inventory\original\b20.xlsx Sheet: DECEMBER, Cell D38: =ALL!E42
inventory\original\b20.xlsx Sheet: DECEMBER, Cell E38: =ALL!F42
inventory\original\b20.xlsx Sheet: DECEMBER, Cell F38: =ALL!G42
inventory\original\b20.xlsx Sheet: DECEMBER, Cell G38: =ALL!H42
inventory\original\b20.xlsx Sheet: DECEMBER, Cell H38: =ALL!I42
inventory\original\b20.xlsx Sheet: DECEMBER, Cell B39: =ALL!C46
inventory\original\b20.xlsx Sheet: DECEMBER, Cell C39: =ALL!D46
inventory\original\b20.xlsx Sheet: DECEMBER, Cell D39: =ALL!E46
inventory\original\b20.xlsx Sheet: DECEMBER, Cell E39: =ALL!F46
inventory\original\b20.xlsx Sheet: DECEMBER, Cell F39: =ALL!G46
inventory\original\b20.xlsx Sheet: DECEMBER, Cell G39: =ALL!H46
inventory\original\b20.xlsx Sheet: DECEMBER, Cell H39: =ALL!I46
inventory\original\blankbudget.xlsx Sheet: Summary, Cell B5: =Supplies!B31
inventory\original\blankbudget.xlsx Sheet: Summary, Cell C5: =Supplies!C31
inventory\original\blankbudget.xlsx Sheet: Summary, Cell B6: =Publicity!B31
inventory\original\blankbudget.xlsx Sheet: Summary, Cell C6: =Publicity!C31
inventory\original\blankbudget.xlsx Sheet: Summary, Cell B9: =Transportation!B31
inventory\original\blankbudget.xlsx Sheet: Summary, Cell B11: =Food!B33
inventory\original\blankbudget.xlsx Sheet: Summary, Cell C11: =Food!C33
inventory\original\blankbudget.xlsx Sheet: Summary, Cell B12: =Other!B31
inventory\original\blankbudget.xlsx Sheet: Summary, Cell C12: =Other!C31
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell B2: =Detail!L7
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell C2: =Detail!N7
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell D2: =Detail!Q7
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell B3: =Detail!L30
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell C3: =Detail!N30
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell D3: =Detail!Q30
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell B4: =Detail!L82
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell C4: =Detail!N82
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell D4: =Detail!Q82
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell B5: =Detail!L89
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell C5: =Detail!N89+G5
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell D5: =Detail!Q89
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell B6: =Detail!L108
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell C6: =Detail!N108
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell D6: =Detail!Q108
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell B7: =Detail!L112
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell C7: =Detail!N112
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell D7: =Detail!Q112
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell B8: =Detail!L136
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell C8: =Detail!N136+G8
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell D8: =Detail!Q136
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell B9: =Detail!L150
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell C9: =Detail!N150
inventory\original\Classroom_Inventory_2000-01.xlsx Sheet: Expense Summary, Cell D9: =Detail!Q150
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell D1: =people!C21
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell E1: =people!C22
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell F1: =people!C23
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell G1: =people!C24
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell H1: =people!C25
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell I1: =people!C26
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell J1: =people!C27
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell K1: =people!C28
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell L1: =people!C29
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell M1: =people!C30
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell N1: =people!C31
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell O1: =people!C32
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell P1: =people!C33
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell Q1: =people!C34
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell R1: =people!C35
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell S1: =people!C47
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell T1: =people!C48
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell U1: =people!C49
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell V1: =people!C50
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell W1: =people!C51
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell X1: =people!C52
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell Y1: =people!C53
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell Z1: =people!C54
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AA1: =people!C55
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AB1: =people!C56
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AC1: =people!C68
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AD1: =people!C69
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AE1: =people!C70
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AF1: =people!C71
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AG1: =people!C72
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AH1: =people!C73
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AI1: =people!C74
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AJ1: =people!C75
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AK1: =people!C76
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AL1: =people!C77
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AM1: =people!C89
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AN1: =people!C90
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AO1: =people!C91
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AP1: =people!C92
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AQ1: =people!C93
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AR1: =people!C94
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AS1: =people!C95
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AT1: =people!C96
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AU1: =people!C97
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AV1: =people!C98
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AW1: =people!C99
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AX1: =people!C100
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AY1: =people!C101
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AZ1: =people!C102
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell BA1: =people!C103
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell D2: =people!A21
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell E2: =people!A22
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell F2: =people!A23
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell G2: =people!A24
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell H2: =people!A25
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell I2: =people!A26
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell J2: =people!A27
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell K2: =people!A28
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell L2: =people!A29
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell M2: =people!A30
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell N2: =people!A31
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell O2: =people!A32
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell P2: =people!A33
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell Q2: =people!A34
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell R2: =people!A35
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell S2: =people!A47
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell T2: =people!A48
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell U2: =people!A49
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell V2: =people!A50
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell W2: =people!A51
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell X2: =people!A52
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell Y2: =people!A53
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell Z2: =people!A54
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AA2: =people!A55
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AB2: =people!A56
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AC2: =people!A68
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AD2: =people!A69
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AE2: =people!A70
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AF2: =people!A71
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AG2: =people!A72
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AH2: =people!A73
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AI2: =people!A74
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AJ2: =people!A75
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AK2: =people!A76
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AL2: =people!A77
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AM2: =people!A89
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AN2: =people!A90
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AO2: =people!A91
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AP2: =people!A92
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AQ2: =people!A93
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AR2: =people!A94
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AS2: =people!A95
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AT2: =people!A96
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AU2: =people!A97
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AV2: =people!A98
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AW2: =people!A99
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AX2: =people!A100
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AY2: =people!A101
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell AZ2: =people!A102
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: questions, Cell BA2: =people!A103
inventory\original\Custom%20question%20o#A84B5.xlsx Sheet: order form, Cell C29: =questions!B1
inventory\original\DBAP00.xlsx Sheet: Income, Cell D9: =Receivables!F10
inventory\original\DBAP00.xlsx Sheet: Income, Cell D10: =Receivables!F11
inventory\original\DBAP00.xlsx Sheet: Income, Cell D11: =Receivables!F12
inventory\original\DBAP00.xlsx Sheet: Income, Cell C12: =Livestock!L24-Livestock!F24
inventory\original\DBAP00.xlsx Sheet: Income, Cell D12: =Receivables!F13
inventory\original\DBAP00.xlsx Sheet: Income, Cell D13: =Receivables!F14
inventory\original\DBAP00.xlsx Sheet: Income, Cell D14: =Receivables!F15
inventory\original\DBAP00.xlsx Sheet: Income, Cell D15: =Receivables!F16
inventory\original\DBAP00.xlsx Sheet: Income, Cell D16: =Receivables!F17
inventory\original\DBAP00.xlsx Sheet: Income, Cell D17: =Receivables!F18
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D11: =Payables!F10
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D12: =Payables!F11
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D13: =Payables!F12
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D15: =Payables!F14
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D16: =Payables!F15
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D17: =Payables!F16
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D18: =Payables!F17
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D20: =Payables!F19
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D21: =Payables!F20
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D22: =Payables!F21
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D24: =Payables!F23
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D25: =Payables!F24
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D26: =Payables!F25
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D28: =Payables!F27
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D29: =Payables!F28
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D30: =Payables!F29
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D31: =Payables!F30
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D32: =Payables!F31
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D33: =Payables!F32
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D34: =Payables!F33
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D36: =Payables!F35
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D37: =Payables!F36
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D38: =Payables!F37
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D39: =Payables!F38
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D41: =Payables!F40
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D42: =Payables!F41
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D43: =Payables!F42
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D45: =Payables!F44
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D46: =Payables!F45
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D47: =Payables!F46
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D48: =Payables!F47
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D49: =Payables!F48
inventory\original\DBAP00.xlsx Sheet: Expenses, Cell D52: =Payables!F49
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C8: =Income!E9
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C9: =Income!E10
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C10: =Income!E11
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C11: =Income!E12
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C12: =Income!E13
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C13: =Income!E14
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C14: =Income!E15
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C15: =Income!E16
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C16: =Income!E17+Income!E18+Income!E19+Income!E20+Income!E21
inventory\original\DBAP00.xlsx Sheet: Receipt Summary, Cell C17: =Livestock!H41
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C9: =Expenses!E11
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C10: =Expenses!E12
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C11: =Expenses!E13
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C13: =Expenses!E15
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C14: =Expenses!E16
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C15: =Expenses!E17
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C16: =Expenses!E18
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C19: =Expenses!E20
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C20: =Expenses!E21
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C21: =Expenses!E22
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C23: =Expenses!E24
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C24: =Expenses!E25
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C25: =Expenses!E26
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C27: =Expenses!E28
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C28: =Expenses!E29
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C29: =Expenses!E30
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C30: =Expenses!E31
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C31: =Expenses!E32
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C32: =Expenses!E33
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C33: =Expenses!E34
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C35: =Expenses!E36
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C36: =Expenses!E37
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C37: =Expenses!E38
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C38: =Expenses!E39
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C40: =Expenses!E41
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C41: =Expenses!E42
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C42: =Expenses!E43
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C44: =Expenses!E45
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C45: =Expenses!E46
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C46: =Expenses!E47
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C47: =Expenses!E48
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C48: =Expenses!E49
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C50: =Expenses!E50
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C52: =Livestock!F39
inventory\original\DBAP00.xlsx Sheet: Expense Summary, Cell C54: =Buildings!H30
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B10: =Assets!C13
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C10: =Assets!E13
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E10: =Payables!B22
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F10: =Payables!C22
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E11: =Liabilities!B40
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F11: =Liabilities!C40
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E12: =Liabilities!B31
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F12: =Liabilities!C31
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B13: =Receivables!B19
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C13: =Receivables!C19
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E13: =Liabilities!E21
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F13: =Liabilities!I21
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E14: =Leases!E42
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F14: =Leases!I12+Leases!I19+Leases!I26+Leases!I33+Leases!I40
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B20: =Livestock!F10
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C20: =Livestock!L10
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E20: =Liabilities!B21-Liabilities!E21
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F20: =Liabilities!C21-Liabilities!I21
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B21: =Livestock!F11
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C21: =Livestock!L11
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B22: =Livestock!F12
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C22: =Livestock!L12
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E22: =Leases!B12-Leases!E12
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F22: =Leases!C12-Leases!I12
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B23: =Livestock!F19
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C23: =Livestock!L19
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E23: =Leases!B19-Leases!E19
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F23: =Leases!C19-Leases!I19
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B24: =Livestock!F24
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C24: =Livestock!L24
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E24: =Leases!B26-Leases!E26
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F24: =Leases!C26-Leases!I26
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E25: =Leases!B33-Leases!E33
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F25: =Leases!C33-Leases!I33
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B26: =Assets!C10
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C26: =Assets!E10
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E26: =Leases!B40-Leases!E40
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F26: =Leases!C40-Leases!I40
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B27: =Assets!C14
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C27: =Assets!E14
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B29: =Assets!C15+Assets!C16+Assets!C35
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C29: =Assets!E15+Assets!E16+Assets!E35
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B31: =Buildings!H24
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C31: =Buildings!J24
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B32: =Assets!C11
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C32: =Assets!E11
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B35: =Assets!C12
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C35: =Assets!E12
inventory\original\DBAP00.xlsx Sheet: Balance, Cell B41: =Assets!C17
inventory\original\DBAP00.xlsx Sheet: Balance, Cell C41: =Assets!E17
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E41: =Leases!B44+Liabilities!B44
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F41: =Leases!C44+Liabilities!C44
inventory\original\DBAP00.xlsx Sheet: Balance, Cell E43: =Assets!C27
inventory\original\DBAP00.xlsx Sheet: Balance, Cell F43: =Assets!E27
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell E8: =Income!B9
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell D9: =Income!B10
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell D10: =Income!C10
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell D12: =Income!B11
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell D13: =Income!C11
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell D15: =Income!B12
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell D16: =Income!C12
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell D18: =Income!B13
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell D19: =Income!C13
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell E21: =Income!B14
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell E22: =Income!B15
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell E23: =Income!B16
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell E25: =Income!D22
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell E26: =Livestock!H41
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell C32: =Expenses!B11+Expenses!B12+Expenses!B13
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell C33: =Expenses!B15+Expenses!B16+Expenses!B17+Expenses!B18
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell C34: =Expenses!B20+Expenses!B21+Expenses!B22
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell C35: =Expenses!B24+Expenses!B25+Expenses!B26
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell C36: =Expenses!B28+Expenses!B29+Expenses!B30+Expenses!B31+Expenses!B32+Expenses!B33+Expenses!B34
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell C37: =Expenses!B36+Expenses!B37+Expenses!B38+Expenses!B39
inventory\original\DBAP00.xlsx Sheet: Income Statement, Cell C38: =Expenses!B41+Expenses!B42+Expenses!B43
